checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered
CHK_004202,2026-01-11 21:49:00,1343,WALLET,DESKTOP,380,331,3,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,31.0,62,0.4818,1
CHK_004203,2026-01-06 22:13:00,9417,CARD,MOBILE,236,305,1,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,571.0,1027,0.4329,1
CHK_004204,2026-01-03 03:37:00,3395,WALLET,MOBILE,643,304,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,132.0,239,0.4156,1
CHK_004205,2026-01-20 03:29:00,8032,WALLET,MOBILE,422,274,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,186,0.3322,0
CHK_004206,2026-01-14 18:07:00,2429,CARD,MOBILE,132,437,2,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,3295,0.2671,0
CHK_004207,2026-01-01 05:02:00,8010,WALLET,DESKTOP,150,401,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,319,0.1789,0
CHK_004208,2026-01-26 09:46:00,2886,UPI,DESKTOP,426,490,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,397,0.225,0
CHK_004209,2026-01-07 06:44:00,1133,UPI,MOBILE,348,618,1,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,2126,0.1887,0
CHK_004210,2026-01-01 07:09:00,7383,WALLET,DESKTOP,564,370,2,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,263,0.4265,0
CHK_004211,2026-01-08 16:55:00,7560,UPI,DESKTOP,502,431,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,54,0.666,0
CHK_004212,2026-01-15 15:00:00,8899,UPI,DESKTOP,451,424,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,39.0,241,0.6137,1
CHK_004213,2026-01-30 23:38:00,12756,CARD,DESKTOP,299,382,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,219,0.0329,0
CHK_004214,2026-01-30 17:36:00,11149,UPI,DESKTOP,125,69,1,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,63,0.5584,0
CHK_004215,2026-01-15 08:02:00,5862,WALLET,MOBILE,425,351,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,200,0.3615,0
CHK_004216,2026-01-24 04:41:00,4948,UPI,MOBILE,509,84,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1026,0.4701,0
CHK_004217,2026-01-04 09:48:00,598,UPI,MOBILE,335,262,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,325.0,341,0.4681,1
CHK_004218,2026-01-13 15:44:00,5495,UPI,DESKTOP,394,47,0,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,750,0.3856,0
CHK_004219,2026-01-26 00:42:00,597,UPI,DESKTOP,423,361,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,349,0.3393,0
CHK_004220,2026-01-27 23:20:00,7706,CARD,DESKTOP,212,353,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,318.0,346,0.4881,1
CHK_004221,2026-01-29 22:03:00,1070,UPI,DESKTOP,415,100,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,12,0.7591,0
CHK_004222,2026-01-27 08:56:00,715,UPI,MOBILE,740,493,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,863.0,1739,0.4183,1
CHK_004223,2026-01-05 07:27:00,7273,CARD,DESKTOP,608,347,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,89.0,543,0.5254,1
CHK_004224,2026-01-07 12:29:00,8405,WALLET,MOBILE,303,466,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,167,0.3099,0
CHK_004225,2026-01-09 05:29:00,9583,CARD,DESKTOP,764,439,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,95.0,100,0.5731,1
CHK_004226,2026-01-14 08:01:00,527,WALLET,MOBILE,163,122,2,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,159.0,199,0.4358,1
CHK_004227,2026-01-05 23:41:00,7120,CARD,MOBILE,527,23,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,328,0.5406,0
CHK_004228,2026-01-14 20:28:00,4043,WALLET,DESKTOP,671,103,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,466.0,619,0.5612,1
CHK_004229,2026-01-28 06:30:00,6189,WALLET,DESKTOP,162,186,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,18,0.5535,0
CHK_004230,2026-01-13 17:27:00,2560,CARD,DESKTOP,569,477,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,334,0.4433,0
CHK_004231,2026-01-27 01:44:00,7257,UPI,MOBILE,532,479,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,171,0.4337,0
CHK_004232,2026-01-08 06:39:00,2807,UPI,DESKTOP,451,149,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,166,0.4426,0
CHK_004233,2026-01-26 09:45:00,4311,CARD,MOBILE,144,279,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,27,0.6812,0
CHK_004234,2026-01-03 07:07:00,8874,CARD,DESKTOP,513,497,2,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,42.0,155,0.5937,1
CHK_004235,2026-01-29 09:24:00,3082,UPI,DESKTOP,207,153,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,111.0,412,0.4387,1
CHK_004236,2026-01-21 08:55:00,10858,CARD,MOBILE,293,182,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,14,0.3405,0
CHK_004237,2026-01-15 13:01:00,8193,WALLET,DESKTOP,234,146,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,156,0.4682,0
CHK_004238,2026-01-21 03:43:00,1200,WALLET,MOBILE,471,469,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,328,0.5181,0
CHK_004239,2026-01-22 17:39:00,8470,UPI,DESKTOP,566,190,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,138,0.4186,0
CHK_004240,2026-01-11 21:58:00,4196,CARD,DESKTOP,796,489,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,37.0,192,0.3497,1
CHK_004241,2026-01-25 15:43:00,1901,WALLET,DESKTOP,547,231,2,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,134.0,3229,0.3375,1
CHK_004242,2026-01-15 23:35:00,5248,WALLET,DESKTOP,582,326,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,224,0.5255,0
CHK_004243,2026-01-22 12:59:00,7926,CARD,DESKTOP,533,440,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,56.0,272,0.5212,1
CHK_004244,2026-01-29 07:11:00,9476,CARD,DESKTOP,672,329,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,1,49.0,56,0.3941,1
CHK_004245,2026-01-28 08:49:00,3041,WALLET,DESKTOP,743,215,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,538,0.4279,0
CHK_004246,2026-01-27 03:46:00,5046,UPI,DESKTOP,744,245,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,2390,0.2215,0
CHK_004247,2026-01-23 23:19:00,7951,WALLET,DESKTOP,526,228,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,1,139.0,341,0.1663,1
CHK_004248,2026-01-28 14:23:00,3049,WALLET,DESKTOP,324,28,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,38.0,171,0.4662,1
CHK_004249,2026-01-19 11:10:00,8578,CARD,MOBILE,258,98,1,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,268.0,284,0.4091,1
CHK_004250,2026-01-19 09:29:00,11125,UPI,DESKTOP,284,415,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,7,0.5464,0
CHK_004251,2026-01-30 03:53:00,2292,WALLET,MOBILE,132,388,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,1171.0,1432,0.315,1
CHK_004252,2026-01-14 11:29:00,4784,CARD,DESKTOP,197,639,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3617,0.0431,0
CHK_004253,2026-01-02 02:40:00,8723,WALLET,MOBILE,244,481,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,4108,0.0928,0
CHK_004254,2026-01-21 09:59:00,2653,CARD,MOBILE,656,475,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,227.0,343,0.6149,1
CHK_004255,2026-01-11 22:12:00,7770,UPI,MOBILE,167,308,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,3255,0.324,0
CHK_004256,2026-01-29 08:24:00,1680,WALLET,DESKTOP,518,726,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,336,0.1641,0
CHK_004257,2026-01-13 18:14:00,5146,UPI,MOBILE,378,325,1,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,3381,0.1343,0
CHK_004258,2026-01-20 06:53:00,3657,UPI,MOBILE,633,63,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,342.0,2137,0.1676,1
CHK_004259,2026-01-23 14:34:00,10271,CARD,DESKTOP,616,85,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,357,0.3325,0
CHK_004260,2026-01-02 18:29:00,8081,CARD,DESKTOP,620,445,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3628,0.1915,0
CHK_004261,2026-01-24 19:02:00,11365,WALLET,MOBILE,623,410,2,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,918.0,2614,0.208,1
CHK_004262,2026-01-17 13:19:00,3501,UPI,DESKTOP,848,327,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,230,0.3366,0
CHK_004263,2026-01-09 13:33:00,3023,CARD,MOBILE,756,122,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3967,0.2451,0
CHK_004264,2026-01-25 15:51:00,5444,UPI,MOBILE,338,333,2,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,1009.0,1389,0.3557,1
CHK_004265,2026-01-07 22:10:00,2211,WALLET,DESKTOP,588,408,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,1,119.0,232,0.2968,1
CHK_004266,2026-01-29 01:33:00,8997,UPI,DESKTOP,551,262,0,OTP,Poor,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,125,0.4865,0
CHK_004267,2026-01-23 13:03:00,11702,UPI,MOBILE,609,272,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,73.0,333,0.3096,1
CHK_004268,2026-01-22 23:29:00,2062,WALLET,MOBILE,511,25,2,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,837.0,923,0.668,1
CHK_004269,2026-01-16 11:09:00,14807,UPI,DESKTOP,727,399,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,76,0.2632,0
CHK_004270,2026-01-09 03:09:00,6661,CARD,MOBILE,548,167,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,747,0.4702,0
CHK_004271,2026-01-17 06:06:00,11452,WALLET,DESKTOP,575,181,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,207,0.3455,0
CHK_004272,2026-01-09 01:31:00,3940,WALLET,DESKTOP,366,89,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,185,0.4379,0
CHK_004273,2026-01-13 04:03:00,6966,WALLET,DESKTOP,194,359,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,8.0,11,0.7538,1
CHK_004274,2026-01-10 15:43:00,10506,UPI,DESKTOP,478,368,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,851,0.0839,0
CHK_004275,2026-01-05 05:16:00,3269,CARD,MOBILE,158,149,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,23.0,135,0.4875,1
CHK_004276,2026-01-24 21:00:00,1853,WALLET,DESKTOP,244,292,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,4254,0.2522,0
CHK_004277,2026-01-27 17:34:00,2451,WALLET,MOBILE,259,237,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,253,0.5864,0
CHK_004278,2026-01-16 00:13:00,6226,UPI,MOBILE,778,415,0,OTP,Poor,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,326,0.36,0
CHK_004279,2026-01-02 13:22:00,1661,WALLET,DESKTOP,689,242,0,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,284,0.4283,0
CHK_004280,2026-01-05 18:18:00,12456,WALLET,MOBILE,444,289,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,10.0,49,0.2968,1
CHK_004281,2026-01-01 01:09:00,10237,WALLET,DESKTOP,362,424,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,2253,0.0687,0
CHK_004282,2026-01-28 13:03:00,8525,UPI,DESKTOP,217,77,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,286.0,331,0.425,1
CHK_004283,2026-01-26 22:48:00,3366,WALLET,MOBILE,156,378,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1267,0.3005,0
CHK_004284,2026-01-03 03:32:00,10276,WALLET,DESKTOP,459,393,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,1654,0.1644,0
CHK_004285,2026-01-13 12:26:00,13956,UPI,DESKTOP,617,376,1,CART,Average,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,147,0.3209,0
CHK_004286,2026-01-27 13:40:00,9015,UPI,DESKTOP,272,160,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,651,0.1216,0
CHK_004287,2026-01-10 12:50:00,4682,UPI,DESKTOP,452,217,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,59,0.4373,0
CHK_004288,2026-01-07 00:03:00,3268,UPI,DESKTOP,224,110,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,55.0,63,0.345,1
CHK_004289,2026-01-25 08:01:00,3651,WALLET,MOBILE,325,598,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,307,0.2802,0
CHK_004290,2026-01-23 03:57:00,5712,WALLET,DESKTOP,148,260,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,1380,0.3015,0
CHK_004291,2026-01-19 03:50:00,2118,UPI,DESKTOP,324,53,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,876,0.5406,0
CHK_004292,2026-01-21 12:58:00,7906,UPI,DESKTOP,460,237,0,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,134,0.4113,0
CHK_004293,2026-01-09 13:23:00,8492,CARD,MOBILE,259,291,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,26.0,28,0.8121,1
CHK_004294,2026-01-20 10:00:00,9621,CARD,MOBILE,800,364,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,168,0.326,0
CHK_004295,2026-01-21 08:44:00,5484,UPI,MOBILE,678,120,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,55.0,59,0.689,1
CHK_004296,2026-01-15 01:53:00,4956,CARD,DESKTOP,185,769,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,321,0.1032,0
CHK_004297,2026-01-16 14:22:00,8243,UPI,MOBILE,781,312,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,1,5.0,14,0.5456,1
CHK_004298,2026-01-03 16:55:00,8800,UPI,DESKTOP,782,452,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,34.0,53,0.4903,1
CHK_004299,2026-01-09 13:42:00,5172,WALLET,MOBILE,140,499,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,36,0.3981,0
CHK_004300,2026-01-07 18:58:00,5267,WALLET,DESKTOP,648,298,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,1024,0.4983,0
CHK_004301,2026-01-12 17:20:00,8899,UPI,DESKTOP,644,497,2,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,205.0,371,0.617,1
CHK_004302,2026-01-22 17:43:00,2026,UPI,DESKTOP,212,24,0,CART,Average,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,1770,0.1612,0
CHK_004303,2026-01-03 18:57:00,13567,WALLET,MOBILE,382,282,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,758,0.0563,0
CHK_004304,2026-01-21 04:17:00,3913,WALLET,MOBILE,582,581,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,588,0.2859,0
CHK_004305,2026-01-14 04:59:00,8774,WALLET,MOBILE,473,74,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,194,0.2844,0
CHK_004306,2026-01-14 04:20:00,4028,UPI,MOBILE,389,451,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,186.0,267,0.5732,1
CHK_004307,2026-01-03 06:24:00,14397,CARD,DESKTOP,260,22,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,845,0.0777,0
CHK_004308,2026-01-26 10:24:00,7185,CARD,MOBILE,323,495,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,727.0,826,0.3275,1
CHK_004309,2026-01-18 10:53:00,6173,UPI,DESKTOP,576,691,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,243.0,1399,0.2643,1
CHK_004310,2026-01-27 03:53:00,8304,WALLET,DESKTOP,798,245,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1086,0.3256,0
CHK_004311,2026-01-05 16:07:00,6429,UPI,MOBILE,281,120,2,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,19,0.4263,0
CHK_004312,2026-01-14 01:39:00,6025,UPI,DESKTOP,547,69,2,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,278,0.5709,0
CHK_004313,2026-01-12 14:32:00,532,CARD,MOBILE,239,296,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,155,0.3968,0
CHK_004314,2026-01-28 19:14:00,9767,WALLET,DESKTOP,301,51,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,68,0.5494,0
CHK_004315,2026-01-21 00:47:00,3439,WALLET,DESKTOP,291,276,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,132.0,176,0.6642,1
CHK_004316,2026-01-04 01:44:00,3419,CARD,MOBILE,204,103,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,187.0,223,0.3539,1
CHK_004317,2026-01-06 14:38:00,4158,UPI,MOBILE,312,381,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,1125,0.4707,0
CHK_004318,2026-01-15 09:31:00,10087,UPI,DESKTOP,420,353,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1320,0.3504,0
CHK_004319,2026-01-26 04:39:00,777,CARD,DESKTOP,450,559,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,347,0.233,0
CHK_004320,2026-01-05 12:15:00,4253,WALLET,DESKTOP,438,229,0,OTP,Poor,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,35,0.4404,0
CHK_004321,2026-01-10 20:44:00,547,WALLET,DESKTOP,419,261,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,449.0,545,0.2451,1
CHK_004322,2026-01-12 02:55:00,1762,UPI,DESKTOP,737,248,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,133.0,175,0.6452,1
CHK_004323,2026-01-12 23:10:00,8374,WALLET,MOBILE,389,201,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,1259,0.3183,0
CHK_004324,2026-01-25 02:59:00,5666,UPI,MOBILE,644,146,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,14,0.6984,0
CHK_004325,2026-01-01 22:18:00,11613,UPI,DESKTOP,695,63,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,330,0.3384,0
CHK_004326,2026-01-27 05:43:00,3733,CARD,MOBILE,367,81,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,419.0,1995,0.1638,1
CHK_004327,2026-01-17 16:29:00,4147,WALLET,DESKTOP,362,163,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,280,0.4213,0
CHK_004328,2026-01-10 05:01:00,10665,WALLET,MOBILE,439,455,0,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,259,0.1433,0
CHK_004329,2026-01-23 15:21:00,6578,WALLET,MOBILE,729,191,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,335,0.5311,0
CHK_004330,2026-01-09 23:16:00,8095,CARD,MOBILE,474,507,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,28.0,258,0.2586,1
CHK_004331,2026-01-28 04:36:00,6154,CARD,DESKTOP,236,89,2,PAYMENT,Poor,FAILED,GATEWAY_ERROR,2,0,PAYMENT_FAILURE,1,511.0,600,0.5917,1
CHK_004332,2026-01-24 00:34:00,5934,UPI,DESKTOP,155,336,3,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,71.0,211,0.4766,1
CHK_004333,2026-01-30 11:24:00,10514,WALLET,DESKTOP,569,413,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,60.0,168,0.2905,1
CHK_004334,2026-01-12 20:26:00,6727,UPI,MOBILE,427,333,2,OTP,Good,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,1,17.0,152,0.4279,1
CHK_004335,2026-01-16 07:20:00,816,CARD,MOBILE,779,144,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,22.0,266,0.4257,1
CHK_004336,2026-01-12 20:07:00,1119,CARD,MOBILE,674,236,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,154,0.3754,0
CHK_004337,2026-01-12 05:01:00,11656,UPI,DESKTOP,722,293,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,11.0,18,0.3331,1
CHK_004338,2026-01-05 02:01:00,1064,CARD,MOBILE,174,121,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,219.0,240,0.3804,1
CHK_004339,2026-01-17 23:18:00,2558,UPI,DESKTOP,365,151,0,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,195,0.2436,0
CHK_004340,2026-01-28 00:47:00,5730,CARD,MOBILE,505,241,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,296,0.5963,0
CHK_004341,2026-01-25 01:02:00,8693,UPI,MOBILE,719,44,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,232,0.2393,0
CHK_004342,2026-01-09 11:30:00,10442,WALLET,MOBILE,576,42,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,2,0.2638,0
CHK_004343,2026-01-06 21:31:00,3001,CARD,MOBILE,660,94,0,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,153.0,199,0.4909,1
CHK_004344,2026-01-26 05:36:00,1719,WALLET,MOBILE,659,363,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,27.0,28,0.7095,1
CHK_004345,2026-01-30 13:27:00,649,WALLET,MOBILE,321,173,2,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,154,0.5792,0
CHK_004346,2026-01-16 00:01:00,5919,WALLET,DESKTOP,188,380,0,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,261,0.3477,0
CHK_004347,2026-01-22 07:49:00,6148,WALLET,MOBILE,699,615,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,42,0.5208,0
CHK_004348,2026-01-09 07:48:00,7691,CARD,MOBILE,554,255,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,211,0.5209,0
CHK_004349,2026-01-10 09:09:00,7670,WALLET,MOBILE,168,213,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,10.0,15,0.5455,1
CHK_004350,2026-01-14 10:59:00,9122,UPI,MOBILE,771,339,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,11.0,320,0.4224,1
