checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered,predicted_cause,prediction_confidence,chosen_action,ERV_score,prediction_confidence,explanation,recoverability_score
CHK_003974,2026-01-26 05:47:00,8001.0,UPI,MOBILE,621,463,2,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,326,0.3733,0,PAYMENT_FAILURE,0.99970263,STOP,0.0,0.9997,Stopped by rule: COOLDOWN,0.4309657646469266
CHK_003975,2026-01-06 16:40:00,4787.0,WALLET,DESKTOP,209,201,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,50.0,195,0.2742,1,DISTRACTION_TIMEOUT,0.9997069,NUDGE,2028.87,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.401 | time=195min | amount=₹4787 | ERV=₹2029,0.4005939073315893
CHK_003976,2026-01-15 08:20:00,4821.0,UPI,DESKTOP,151,141,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,116.0,271,0.4083,1,DISTRACTION_TIMEOUT,0.9996462,STOP,0.0,0.9996,Stopped by rule: MAX_TOUCHES,0.38641744354226026
CHK_003977,2026-01-27 19:09:00,6262.0,UPI,MOBILE,188,51,2,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,78.0,477,0.4938,1,OTP_FRICTION,0.9997056,RETRY_LINK,3515.82,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.498 | time=477min | amount=₹6262 | ERV=₹3516,0.49818318655333643
CHK_003978,2026-01-15 21:38:00,1942.0,UPI,MOBILE,382,645,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,312,0.25,0,DISTRACTION_TIMEOUT,0.99981517,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.37921261903525727
CHK_003979,2026-01-12 04:29:00,861.0,UPI,MOBILE,161,473,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,355,0.1643,0,DISTRACTION_TIMEOUT,0.999811,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.371972250115738
CHK_003980,2026-01-21 08:48:00,9635.0,WALLET,DESKTOP,630,302,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,39.0,209,0.2577,1,PRICE_HESITATION,0.99981815,DISCOUNT_OFFER,2328.56,0.9998,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.227 | time=209min | amount=₹9635 | ERV=₹2329,0.22746059778463273
CHK_003981,2026-01-19 04:06:00,1039.0,UPI,MOBILE,288,43,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,205.0,410,0.6219,1,OTP_FRICTION,0.999754,NUDGE,487.28,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.510 | time=410min | amount=₹1039 | ERV=₹487,0.5097721977665807
CHK_003982,2026-01-12 05:22:00,1960.0,CARD,DESKTOP,333,494,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1187,0.2232,0,DISTRACTION_TIMEOUT,0.99981016,NUDGE,579.59,0.9998,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.279 | time=1187min | amount=₹1960 | ERV=₹580,0.27949682200494874
CHK_003983,2026-01-30 15:37:00,11316.0,WALLET,MOBILE,666,491,3,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,161,0.508,0,PAYMENT_FAILURE,0.99970263,PAYMENT_METHOD_SWITCH,5876.68,0.9997,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.456 | time=161min | amount=₹11316 | ERV=₹5877,0.4555484451597385
CHK_003984,2026-01-09 02:06:00,6263.0,UPI,MOBILE,609,250,2,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,343.0,411,0.6132,1,OTP_FRICTION,0.999762,RETRY_LINK,3596.91,0.9998,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.510 | time=411min | amount=₹6263 | ERV=₹3597,0.5095921013810852
CHK_003985,2026-01-19 20:54:00,4513.0,WALLET,MOBILE,494,747,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,233,0.1854,0,DISTRACTION_TIMEOUT,0.9997515,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.39336872657617883
CHK_003986,2026-01-16 12:04:00,1829.0,CARD,DESKTOP,632,126,2,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,94.0,157,0.739,1,OTP_FRICTION,0.9997596,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.5632697102147508
CHK_003987,2026-01-14 22:37:00,5609.0,WALLET,DESKTOP,235,59,2,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,690,0.5273,0,PAYMENT_FAILURE,0.999775,PAYMENT_METHOD_SWITCH,2490.14,0.9998,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.389 | time=690min | amount=₹5609 | ERV=₹2490,0.3894329248871625
CHK_003988,2026-01-25 13:07:00,2198.0,UPI,MOBILE,701,36,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,5.0,52,0.4706,1,PRICE_HESITATION,0.9997795,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.23470500525837568
CHK_003989,2026-01-21 07:38:00,11054.0,WALLET,DESKTOP,139,189,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,676,0.0685,0,PRICE_HESITATION,0.99978095,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.20826950304432768
CHK_003990,2026-01-28 10:06:00,737.0,UPI,DESKTOP,188,355,1,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,219.0,257,0.4363,1,OTP_FRICTION,0.9997036,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.5401137693368312
CHK_003991,2026-01-04 09:57:00,1803.0,UPI,MOBILE,306,327,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,5.0,6,0.8439,1,OTP_FRICTION,0.99970335,RETRY_LINK,1227.55,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.604 | time=6min | amount=₹1803 | ERV=₹1228,0.6041147854817763
CHK_003992,2026-01-06 07:28:00,6380.0,WALLET,MOBILE,665,99,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,121,0.6114,0,DISTRACTION_TIMEOUT,0.99961627,NUDGE,2804.58,0.9996,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.415 | time=121min | amount=₹6380 | ERV=₹2805,0.41549116184908264
CHK_003993,2026-01-10 21:10:00,8836.0,WALLET,DESKTOP,212,684,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,51,0.4081,0,DISTRACTION_TIMEOUT,0.99970585,STOP,0.0,0.9997,Stopped by rule: COOLDOWN,0.43065337360149425
CHK_003994,2026-01-05 15:53:00,3827.0,UPI,MOBILE,541,355,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,282,0.3909,0,DISTRACTION_TIMEOUT,0.99967825,NUDGE,1556.64,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.384 | time=282min | amount=₹3827 | ERV=₹1557,0.3844548597815205
CHK_003995,2026-01-30 18:18:00,12646.0,CARD,MOBILE,387,391,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,704,0.1134,0,PRICE_HESITATION,0.9997465,STOP,0.0,0.9997,Stopped by rule: LOW_RECOVERABILITY,0.20722218132364645
CHK_003996,2026-01-14 12:57:00,4465.0,WALLET,MOBILE,292,488,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,300,0.1826,0,DISTRACTION_TIMEOUT,0.999811,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.3812903423179022
CHK_003997,2026-01-04 03:53:00,871.0,UPI,MOBILE,337,157,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,247.0,284,0.4818,1,DISTRACTION_TIMEOUT,0.9996481,NUDGE,353.96,0.9996,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.384 | time=284min | amount=₹871 | ERV=₹354,0.384100379225662
CHK_003998,2026-01-02 23:17:00,4822.0,UPI,DESKTOP,375,240,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,114,0.7138,0,OTP_FRICTION,0.99970335,RETRY_LINK,3120.09,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.574 | time=114min | amount=₹4822 | ERV=₹3120,0.5741380492734895
CHK_003999,2026-01-04 04:38:00,5378.0,CARD,MOBILE,492,116,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3563,0.1382,0,PRICE_HESITATION,0.99978083,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.14196180773569822
CHK_004000,2026-01-18 09:55:00,5737.0,CARD,MOBILE,463,178,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,1245,0.3488,0,PAYMENT_FAILURE,0.99958235,PAYMENT_METHOD_SWITCH,2286.49,0.9996,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.350 | time=1245min | amount=₹5737 | ERV=₹2286,0.3496068810815498
CHK_004001,2026-01-23 03:30:00,3370.0,WALLET,DESKTOP,691,177,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,38.0,47,0.7282,1,OTP_FRICTION,0.9997596,RETRY_LINK,2249.41,0.9998,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.592 | time=47min | amount=₹3370 | ERV=₹2249,0.5922627074244878
CHK_004002,2026-01-03 05:45:00,4697.0,CARD,DESKTOP,338,34,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,148,0.3363,0,PRICE_HESITATION,0.99973375,NUDGE,994.86,0.9997,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.230 | time=148min | amount=₹4697 | ERV=₹995,0.2302247534582202
CHK_004003,2026-01-02 02:52:00,4976.0,UPI,MOBILE,197,502,2,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,166.0,348,0.2261,1,DISTRACTION_TIMEOUT,0.9997695,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.37312944471124476
CHK_004004,2026-01-08 06:58:00,6447.0,CARD,MOBILE,177,177,1,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,355,0.405,0,DISTRACTION_TIMEOUT,0.9995846,STOP,0.0,0.9996,Stopped by rule: IGNORED_INTERVENTIONS,0.371972250115738
CHK_004005,2026-01-25 19:43:00,9693.0,CARD,DESKTOP,778,118,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,676,0.2452,0,PRICE_HESITATION,0.9998172,DISCOUNT_OFFER,2144.93,0.9998,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.208 | time=676min | amount=₹9693 | ERV=₹2145,0.20826950304432768
CHK_004006,2026-01-26 22:45:00,2551.0,CARD,MOBILE,579,296,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,358,0.4629,0,PAYMENT_FAILURE,0.9997235,PAYMENT_METHOD_SWITCH,1240.79,0.9997,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.427 | time=358min | amount=₹2551 | ERV=₹1241,0.426661429669401
CHK_004007,2026-01-23 19:46:00,1812.0,UPI,DESKTOP,717,107,0,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,13.0,109,0.5441,1,OTP_FRICTION,0.9997975,NUDGE,959.28,0.9998,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.575 | time=109min | amount=₹1812 | ERV=₹959,0.5754395842691764
CHK_004008,2026-01-30 09:29:00,3840.0,UPI,DESKTOP,607,37,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,872.0,1398,0.4686,1,PAYMENT_FAILURE,0.99961215,STOP,0.0,0.9996,Stopped by rule: IGNORED_INTERVENTIONS,0.3420659979821867
CHK_004009,2026-01-10 00:16:00,11719.0,CARD,DESKTOP,647,242,2,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,873,0.3169,0,PAYMENT_FAILURE,0.9997534,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.3737296476475838
CHK_004010,2026-01-29 18:17:00,7060.0,WALLET,DESKTOP,662,249,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,1964,0.0734,0,PAYMENT_FAILURE,0.9996381,STOP,0.0,0.9996,Stopped by rule: LOW_RECOVERABILITY,0.32252267040499594
CHK_004011,2026-01-03 10:44:00,9590.0,WALLET,MOBILE,219,62,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,50.0,215,0.4008,1,PAYMENT_FAILURE,0.9997197,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.44704086307351026
CHK_004012,2026-01-21 09:42:00,8993.0,CARD,DESKTOP,201,343,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,755,0.295,0,DISTRACTION_TIMEOUT,0.9995468,NUDGE,3024.09,0.9995,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.318 | time=755min | amount=₹8993 | ERV=₹3024,0.3178374526135233
CHK_004013,2026-01-17 09:37:00,10631.0,WALLET,DESKTOP,672,398,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,2,0,PAYMENT_FAILURE,1,25.0,198,0.3427,1,PAYMENT_FAILURE,0.9994985,STOP,0.0,0.9995,Stopped by rule: COOLDOWN,0.44966851554870607
CHK_004014,2026-01-20 14:06:00,6532.0,CARD,MOBILE,352,289,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,440,0.4112,0,DISTRACTION_TIMEOUT,0.99957985,NUDGE,2477.95,0.9996,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.359 | time=440min | amount=₹6532 | ERV=₹2478,0.35855867900044514
CHK_004015,2026-01-23 19:38:00,6791.0,UPI,DESKTOP,375,253,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,297,0.2499,0,PRICE_HESITATION,0.99974114,NUDGE,1396.88,0.9997,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.224 | time=297min | amount=₹6791 | ERV=₹1397,0.22358273470818824
CHK_004016,2026-01-11 19:01:00,3359.0,UPI,DESKTOP,423,346,3,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,742.0,3490,0.3576,1,PAYMENT_FAILURE,0.9997485,STOP,0.0,0.9997,Stopped by rule: OPT_OUT,0.3028866154992119
CHK_004017,2026-01-20 10:36:00,5228.0,WALLET,MOBILE,654,440,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,292,0.3309,0,PAYMENT_FAILURE,0.9996573,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.4356966438374468
CHK_004018,2026-01-28 14:48:00,7961.0,UPI,MOBILE,761,49,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,64.0,231,0.3815,1,PRICE_HESITATION,0.9997919,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.22647910208956623
CHK_004019,2026-01-24 07:29:00,10386.0,CARD,DESKTOP,782,242,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,349,0.2065,0,PRICE_HESITATION,0.99981755,DISCOUNT_OFFER,2442.63,0.9998,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.221 | time=349min | amount=₹10386 | ERV=₹2443,0.22135070440385785
CHK_004020,2026-01-29 15:17:00,8113.0,WALLET,DESKTOP,216,301,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,284,0.1489,0,PRICE_HESITATION,0.9997814,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.2241475762224311
CHK_004021,2026-01-30 21:53:00,3173.0,WALLET,MOBILE,448,276,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,10.0,54,0.6261,1,OTP_FRICTION,0.9997216,RETRY_LINK,2110.89,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.590 | time=54min | amount=₹3173 | ERV=₹2111,0.5902983403611387
CHK_004022,2026-01-09 20:17:00,12271.0,CARD,MOBILE,202,490,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,355,0.0686,0,PRICE_HESITATION,0.9997365,STOP,0.0,0.9997,Stopped by rule: LOW_RECOVERABILITY,0.22109595202285143
CHK_004023,2026-01-08 00:45:00,11602.0,UPI,DESKTOP,832,285,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,34.0,101,0.324,1,PRICE_HESITATION,0.99979144,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.23239806074891722
CHK_004024,2026-01-24 12:42:00,7015.0,CARD,DESKTOP,480,533,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,79.0,100,0.3175,1,DISTRACTION_TIMEOUT,0.99971575,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.4199270364730168
CHK_004025,2026-01-04 18:20:00,3419.0,WALLET,DESKTOP,315,435,2,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,354,0.4451,0,PAYMENT_FAILURE,0.9997117,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.4271917749008037
CHK_004026,2026-01-19 15:59:00,4727.0,WALLET,MOBILE,680,371,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,306,0.3009,0,PRICE_HESITATION,0.9997378,NUDGE,970.63,0.9997,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.223 | time=306min | amount=₹4727 | ERV=₹971,0.22319330051840153
CHK_004027,2026-01-12 00:23:00,6994.0,UPI,MOBILE,596,235,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,215,0.1522,0,PRICE_HESITATION,0.99981207,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.22719211359759447
CHK_004028,2026-01-19 01:20:00,2940.0,WALLET,DESKTOP,202,133,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,360,0.4524,0,PAYMENT_FAILURE,0.9997762,PAYMENT_METHOD_SWITCH,1429.11,0.9998,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.426 | time=360min | amount=₹2940 | ERV=₹1429,0.4263970721393062
CHK_004029,2026-01-16 12:21:00,7834.0,WALLET,DESKTOP,642,321,2,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,98.0,239,0.5671,1,OTP_FRICTION,0.99977726,RETRY_LINK,4803.59,0.9998,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.544 | time=239min | amount=₹7834 | ERV=₹4804,0.5440741062025953
CHK_004030,2026-01-01 14:58:00,5567.0,CARD,MOBILE,446,73,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1722,0.422,0,DISTRACTION_TIMEOUT,0.99971646,STOP,0.0,0.9997,Stopped by rule: OPT_OUT,0.25033364664586494
CHK_004031,2026-01-12 10:56:00,11261.0,UPI,MOBILE,189,192,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,120,0.1598,0,PRICE_HESITATION,0.9997818,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.23151487465283652
CHK_004032,2026-01-17 22:45:00,7066.0,WALLET,MOBILE,866,272,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,4141,0.1806,0,PRICE_HESITATION,0.99981314,STOP,0.0,0.9998,Stopped by rule: IGNORED_INTERVENTIONS,0.1353437119318011
CHK_004033,2026-01-21 18:55:00,14791.0,UPI,MOBILE,718,381,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,347,0.1762,0,PRICE_HESITATION,0.9997905,STOP,0.0,0.9998,Stopped by rule: LOW_RECOVERABILITY,0.2214357493200178
CHK_004034,2026-01-22 02:18:00,7551.0,WALLET,MOBILE,644,287,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,22.0,68,0.3653,1,PAYMENT_FAILURE,0.9997563,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.47135201186027764
CHK_004035,2026-01-28 21:30:00,1837.0,CARD,DESKTOP,242,252,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,14,0.554,0,DISTRACTION_TIMEOUT,0.99970526,NUDGE,853.44,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.439 | time=14min | amount=₹1837 | ERV=₹853,0.4391145335382104
CHK_004036,2026-01-17 11:44:00,6831.0,UPI,MOBILE,616,347,2,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,1138.0,1555,0.4859,1,PAYMENT_FAILURE,0.999765,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.335465325425336
CHK_004037,2026-01-21 18:07:00,9497.0,WALLET,MOBILE,231,376,2,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,103.0,292,0.6438,1,PAYMENT_FAILURE,0.99978286,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.4356966438374468
CHK_004038,2026-01-22 23:25:00,7295.0,UPI,DESKTOP,323,424,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,86.0,123,0.5622,1,PAYMENT_FAILURE,0.9997737,PAYMENT_METHOD_SWITCH,3840.67,0.9998,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.462 | time=123min | amount=₹7295 | ERV=₹3841,0.46182418466513375
CHK_004039,2026-01-25 05:45:00,7647.0,WALLET,DESKTOP,536,651,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,55,0.4623,0,DISTRACTION_TIMEOUT,0.99966824,STOP,0.0,0.9997,Stopped by rule: IGNORED_INTERVENTIONS,0.42975757895933264
CHK_004040,2026-01-02 06:05:00,2620.0,UPI,MOBILE,557,130,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,338,0.4619,0,DISTRACTION_TIMEOUT,0.99967134,NUDGE,1038.92,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.375 | time=338min | amount=₹2620 | ERV=₹1039,0.37479693598487696
CHK_004041,2026-01-29 06:17:00,14126.0,CARD,DESKTOP,586,414,2,CART,Average,ABANDONED,NONE,2,0,PRICE_HESITATION,1,42.0,132,0.3133,1,PRICE_HESITATION,0.9997558,STOP,0.0,0.9998,Stopped by rule: MAX_TOUCHES,0.23096030643123092
CHK_004042,2026-01-13 09:14:00,5661.0,CARD,DESKTOP,304,431,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,68.0,111,0.355,1,DISTRACTION_TIMEOUT,0.9998078,NUDGE,2501.1,0.9998,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.418 | time=111min | amount=₹5661 | ERV=₹2501,0.4175916699443466
CHK_004043,2026-01-03 16:34:00,3660.0,UPI,MOBILE,475,750,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,58,0.3047,0,DISTRACTION_TIMEOUT,0.99980384,STOP,0.0,0.9998,Stopped by rule: COOLDOWN,0.42908812036432453
CHK_004044,2026-01-10 11:03:00,14281.0,CARD,DESKTOP,240,380,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,1,97.0,231,0.1354,1,PRICE_HESITATION,0.99971277,STOP,0.0,0.9997,Stopped by rule: COOLDOWN,0.22647910208956623
CHK_004045,2026-01-07 06:17:00,7347.0,CARD,MOBILE,249,176,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,181.0,1011,0.399,1,DISTRACTION_TIMEOUT,0.9995441,NUDGE,2278.45,0.9995,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.293 | time=1011min | amount=₹7347 | ERV=₹2278,0.2931189758171954
CHK_004046,2026-01-13 04:32:00,554.0,WALLET,DESKTOP,718,415,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,193,0.4588,0,OTP_FRICTION,0.9997273,RETRY_LINK,346.27,0.9997,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.555 | time=193min | amount=₹554 | ERV=₹346,0.5546031346292494
CHK_004047,2026-01-11 10:25:00,1740.0,WALLET,MOBILE,383,125,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,273,0.3883,0,DISTRACTION_TIMEOUT,0.9997149,NUDGE,710.7,0.9997,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.386 | time=273min | amount=₹1740 | ERV=₹711,0.3860589751480389
CHK_004048,2026-01-17 08:57:00,4987.0,UPI,DESKTOP,413,451,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,158.0,345,0.6464,1,OTP_FRICTION,0.99972147,NUDGE,2394.81,0.9997,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.522 | time=345min | amount=₹4987 | ERV=₹2395,0.5219674570904157
CHK_004049,2026-01-04 09:29:00,2918.0,CARD,DESKTOP,158,267,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,174,0.312,0,PRICE_HESITATION,0.9997353,STOP,0.0,0.9997,Stopped by rule: MAX_TOUCHES,0.22903885277238806
