checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered,touch_count,minutes_since_last_intervention,consecutive_ignored_interventions,opt_out_flag,recoverability_score,decision,stop_reason
CHK_005163,2026-01-24 10:35:00,14793.0,CARD,DESKTOP,430,108,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,84,0.2198,0,0,328,2,False,0.2198,STOP,IGNORED_INTERVENTIONS
CHK_005164,2026-01-27 20:51:00,500.0,WALLET,MOBILE,410,275,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,66.0,113,0.4414,1,1,425,0,False,0.4414,CONTINUE,NONE
CHK_005165,2026-01-18 22:17:00,8324.0,UPI,MOBILE,156,68,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,829.0,1090,0.447,1,0,553,0,False,0.447,CONTINUE,NONE
CHK_005166,2026-01-13 14:23:00,3176.0,WALLET,DESKTOP,356,378,1,PAYMENT,Poor,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,200.0,294,0.5098,1,4,769,3,False,0.5098,STOP,MAX_TOUCHES
CHK_005167,2026-01-06 20:28:00,5437.0,CARD,DESKTOP,548,349,2,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,11.0,11,0.7399,1,0,195,1,False,0.7399,CONTINUE,NONE
CHK_005168,2026-01-05 03:16:00,10727.0,WALLET,MOBILE,278,294,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,293.0,324,0.5469,1,0,903,0,False,0.5469,CONTINUE,NONE
CHK_005169,2026-01-16 23:53:00,5863.0,CARD,DESKTOP,310,262,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,37,0.4749,0,0,607,0,False,0.4749,CONTINUE,NONE
CHK_005170,2026-01-17 17:05:00,6099.0,WALLET,MOBILE,555,195,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,260,0.4895,0,2,828,2,False,0.4895,STOP,IGNORED_INTERVENTIONS
CHK_005171,2026-01-19 23:06:00,9870.0,UPI,MOBILE,608,441,0,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,4024,0.148,0,0,525,2,False,0.148,STOP,IGNORED_INTERVENTIONS
CHK_005172,2026-01-05 11:53:00,3291.0,WALLET,DESKTOP,755,186,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,54.0,55,0.5963,1,1,624,0,False,0.5963,CONTINUE,NONE
CHK_005173,2026-01-02 11:21:00,5218.0,WALLET,DESKTOP,361,191,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,434,0.4687,0,0,76,0,False,0.4687,CONTINUE,NONE
CHK_005174,2026-01-16 02:33:00,8420.0,UPI,MOBILE,188,354,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,22.0,29,0.3183,1,0,276,2,False,0.3183,STOP,IGNORED_INTERVENTIONS
CHK_005175,2026-01-20 00:42:00,6819.0,UPI,DESKTOP,431,456,2,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,189,0.3802,0,0,919,2,False,0.3802,STOP,IGNORED_INTERVENTIONS
CHK_005176,2026-01-22 16:14:00,6614.0,CARD,MOBILE,622,235,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,357.0,1277,0.4934,1,2,945,2,False,0.4934,STOP,IGNORED_INTERVENTIONS
CHK_005177,2026-01-23 21:28:00,6625.0,UPI,MOBILE,290,424,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,798,0.1781,0,3,465,1,False,0.1781,STOP,MAX_TOUCHES
CHK_005178,2026-01-13 18:43:00,10157.0,CARD,MOBILE,445,350,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,358,0.1141,0,0,940,3,False,0.1141,STOP,IGNORED_INTERVENTIONS
CHK_005179,2026-01-13 05:42:00,5034.0,WALLET,DESKTOP,134,134,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,84,0.456,0,1,447,0,False,0.456,CONTINUE,NONE
CHK_005180,2026-01-15 15:56:00,14025.0,UPI,DESKTOP,482,80,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1006,0.1447,0,3,319,0,True,0.1447,STOP,OPT_OUT
CHK_005181,2026-01-28 19:03:00,4458.0,WALLET,MOBILE,522,324,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,23.0,83,0.4921,1,0,999,1,False,0.4921,CONTINUE,NONE
CHK_005182,2026-01-17 22:39:00,2485.0,WALLET,MOBILE,477,159,2,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,1,20.0,34,0.6215,1,2,921,1,False,0.6215,CONTINUE,NONE
CHK_005183,2026-01-21 11:44:00,637.0,CARD,MOBILE,529,413,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,0,,1123,0.4777,0,0,159,2,False,0.4777,STOP,IGNORED_INTERVENTIONS
CHK_005184,2026-01-15 01:48:00,10159.0,UPI,MOBILE,316,87,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,909,0.2539,0,3,491,0,False,0.2539,STOP,MAX_TOUCHES
CHK_005185,2026-01-10 00:16:00,1754.0,CARD,DESKTOP,196,443,1,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,215,0.4658,0,2,312,2,False,0.4658,STOP,COOLDOWN
CHK_005186,2026-01-26 09:01:00,6112.0,WALLET,MOBILE,351,383,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,42.0,214,0.6308,1,3,630,0,False,0.6308,STOP,MAX_TOUCHES
CHK_005187,2026-01-02 02:40:00,9545.0,WALLET,DESKTOP,562,170,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,658.0,767,0.6242,1,1,948,1,False,0.6242,CONTINUE,NONE
CHK_005188,2026-01-14 06:12:00,3035.0,CARD,MOBILE,154,82,2,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,20.0,32,0.848,1,0,160,0,False,0.848,CONTINUE,NONE
CHK_005189,2026-01-21 14:22:00,9421.0,CARD,DESKTOP,139,312,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,46,0.2807,0,3,307,1,False,0.2807,STOP,MAX_TOUCHES
CHK_005190,2026-01-13 04:38:00,10291.0,WALLET,DESKTOP,291,30,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,5.0,1,0.7736,1,0,862,1,False,0.7736,CONTINUE,NONE
CHK_005191,2026-01-11 01:31:00,4832.0,UPI,DESKTOP,236,439,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,98,0.2964,0,0,145,0,False,0.2964,CONTINUE,NONE
CHK_005192,2026-01-04 01:34:00,4485.0,CARD,DESKTOP,385,283,1,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,190,0.2719,0,2,674,0,True,0.2719,STOP,OPT_OUT
CHK_005193,2026-01-02 19:44:00,3172.0,UPI,MOBILE,157,397,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,341,0.5074,0,2,395,1,False,0.5074,CONTINUE,NONE
CHK_005194,2026-01-21 23:17:00,7478.0,WALLET,DESKTOP,680,444,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,655.0,777,0.3065,1,3,690,2,False,0.3065,STOP,MAX_TOUCHES
CHK_005195,2026-01-13 04:44:00,13372.0,CARD,MOBILE,387,63,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,742,0.137,0,0,88,0,False,0.137,STOP,LOW_RECOVERABILITY
CHK_005196,2026-01-28 10:46:00,2000.0,UPI,MOBILE,494,122,2,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,42,0.6217,0,2,734,0,False,0.6217,CONTINUE,NONE
CHK_005197,2026-01-20 14:37:00,712.0,WALLET,DESKTOP,228,196,2,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,435,0.5319,0,2,777,0,False,0.5319,CONTINUE,NONE
CHK_005198,2026-01-28 22:22:00,6451.0,CARD,DESKTOP,492,424,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,44.0,75,0.3493,1,0,750,3,False,0.3493,STOP,IGNORED_INTERVENTIONS
CHK_005199,2026-01-02 14:53:00,5375.0,CARD,DESKTOP,682,111,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,156,0.5925,0,0,307,0,False,0.5925,CONTINUE,NONE
CHK_005200,2026-01-16 09:18:00,2563.0,WALLET,DESKTOP,412,270,3,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,78,0.7196,0,0,545,0,False,0.7196,CONTINUE,NONE
CHK_005201,2026-01-06 20:33:00,2446.0,UPI,MOBILE,575,402,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,190,0.2781,0,0,370,2,False,0.2781,STOP,IGNORED_INTERVENTIONS
CHK_005202,2026-01-02 01:05:00,7395.0,CARD,DESKTOP,198,289,0,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,874,0.1101,0,4,450,1,False,0.1101,STOP,MAX_TOUCHES
CHK_005203,2026-01-29 01:24:00,7318.0,UPI,MOBILE,497,131,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,1130,0.4394,0,1,166,0,False,0.4394,STOP,COOLDOWN
CHK_005204,2026-01-29 21:54:00,14213.0,WALLET,MOBILE,256,248,2,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,246,0.2182,0,2,391,3,False,0.2182,STOP,IGNORED_INTERVENTIONS
CHK_005205,2026-01-17 15:08:00,4531.0,WALLET,DESKTOP,395,243,0,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,18,0.7611,0,4,636,1,False,0.7611,STOP,MAX_TOUCHES
CHK_005206,2026-01-27 08:04:00,6370.0,UPI,DESKTOP,796,345,1,OTP,Average,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,0,,3005,0.1848,0,0,735,1,False,0.1848,STOP,LOW_RECOVERABILITY
CHK_005207,2026-01-17 19:14:00,4424.0,CARD,MOBILE,683,392,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,17.0,17,0.5322,1,2,490,0,False,0.5322,CONTINUE,NONE
CHK_005208,2026-01-09 22:34:00,10781.0,UPI,MOBILE,449,173,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1188,0.0783,0,0,924,2,False,0.0783,STOP,IGNORED_INTERVENTIONS
CHK_005209,2026-01-17 02:41:00,5105.0,UPI,MOBILE,770,58,2,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,33.0,215,0.612,1,3,149,0,False,0.612,STOP,MAX_TOUCHES
CHK_005210,2026-01-18 19:30:00,10908.0,CARD,MOBILE,539,198,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1286,0.1236,0,0,467,0,False,0.1236,STOP,LOW_RECOVERABILITY
CHK_005211,2026-01-09 18:52:00,593.0,CARD,MOBILE,221,733,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,124,0.2008,0,3,965,0,False,0.2008,STOP,MAX_TOUCHES
CHK_005212,2026-01-17 03:33:00,5837.0,UPI,DESKTOP,583,593,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,349.0,2296,0.2083,1,0,700,2,True,0.2083,STOP,OPT_OUT
CHK_005213,2026-01-29 12:24:00,13995.0,CARD,DESKTOP,208,251,2,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,837,0.2026,0,0,42,1,False,0.2026,CONTINUE,NONE
CHK_005214,2026-01-08 21:00:00,8286.0,CARD,DESKTOP,800,473,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,1,38.0,39,0.3994,1,2,944,1,False,0.3994,CONTINUE,NONE
CHK_005215,2026-01-23 16:18:00,6349.0,CARD,DESKTOP,196,132,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,70.0,116,0.643,1,0,28,0,False,0.643,CONTINUE,NONE
CHK_005216,2026-01-18 00:02:00,2190.0,UPI,DESKTOP,616,255,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,5.0,4,0.7134,1,1,873,1,False,0.7134,CONTINUE,NONE
CHK_005217,2026-01-26 23:46:00,8643.0,WALLET,MOBILE,400,332,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,294,0.3756,0,0,631,2,False,0.3756,STOP,IGNORED_INTERVENTIONS
CHK_005218,2026-01-16 06:49:00,1145.0,UPI,DESKTOP,272,698,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,89,0.2886,0,2,848,0,False,0.2886,CONTINUE,NONE
CHK_005219,2026-01-06 10:27:00,2163.0,WALLET,DESKTOP,476,489,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,357,0.246,0,0,30,2,False,0.246,STOP,IGNORED_INTERVENTIONS
CHK_005220,2026-01-28 06:30:00,11361.0,WALLET,DESKTOP,128,141,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,210,0.3211,0,0,692,0,False,0.3211,CONTINUE,NONE
CHK_005221,2026-01-09 02:11:00,10184.0,UPI,MOBILE,269,111,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,272,0.1278,0,0,673,2,False,0.1278,STOP,IGNORED_INTERVENTIONS
CHK_005222,2026-01-29 12:06:00,9575.0,CARD,MOBILE,374,322,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,299,0.247,0,1,127,0,False,0.247,STOP,COOLDOWN
CHK_005223,2026-01-08 17:00:00,730.0,CARD,DESKTOP,666,484,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,217.0,419,0.5718,1,0,766,1,False,0.5718,CONTINUE,NONE
CHK_005224,2026-01-26 06:49:00,4700.0,WALLET,DESKTOP,511,447,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,60,0.4714,0,0,293,3,False,0.4714,STOP,IGNORED_INTERVENTIONS
CHK_005225,2026-01-16 05:56:00,2377.0,CARD,DESKTOP,656,382,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,932,0.4506,0,0,440,3,False,0.4506,STOP,IGNORED_INTERVENTIONS
CHK_005226,2026-01-20 16:19:00,6102.0,CARD,DESKTOP,273,162,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,382.0,424,0.5568,1,0,868,0,False,0.5568,CONTINUE,NONE
CHK_005227,2026-01-02 19:51:00,10206.0,CARD,DESKTOP,187,441,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,493,0.02,0,1,387,0,False,0.02,STOP,LOW_RECOVERABILITY
CHK_005228,2026-01-17 20:55:00,7237.0,CARD,DESKTOP,829,145,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,229,0.3243,0,3,765,0,False,0.3243,STOP,MAX_TOUCHES
CHK_005229,2026-01-06 23:14:00,8472.0,CARD,MOBILE,358,199,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,366,0.4133,0,0,641,2,False,0.4133,STOP,IGNORED_INTERVENTIONS
CHK_005230,2026-01-13 00:36:00,5539.0,CARD,DESKTOP,312,631,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,3080,0.1145,0,1,523,1,False,0.1145,STOP,LOW_RECOVERABILITY
CHK_005231,2026-01-12 23:29:00,3694.0,UPI,DESKTOP,682,186,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,288.0,3604,0.5013,1,1,546,0,False,0.5013,CONTINUE,NONE
CHK_005232,2026-01-03 07:07:00,563.0,CARD,MOBILE,307,393,2,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,15.0,80,0.4831,1,0,709,0,False,0.4831,CONTINUE,NONE
CHK_005233,2026-01-16 07:52:00,3643.0,UPI,MOBILE,182,362,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,170.0,248,0.2997,1,2,759,3,False,0.2997,STOP,IGNORED_INTERVENTIONS
CHK_005234,2026-01-14 14:08:00,5904.0,CARD,DESKTOP,206,694,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,67.0,184,0.1593,1,0,109,1,False,0.1593,STOP,LOW_RECOVERABILITY
CHK_005235,2026-01-09 02:06:00,3202.0,CARD,MOBILE,565,287,3,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,16.0,70,0.7481,1,1,327,0,False,0.7481,STOP,COOLDOWN
CHK_005236,2026-01-11 20:22:00,2236.0,WALLET,MOBILE,218,322,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,1,112.0,1270,0.2681,1,0,404,0,False,0.2681,CONTINUE,NONE
CHK_005237,2026-01-07 02:37:00,2357.0,UPI,DESKTOP,343,192,1,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,2,0,PAYMENT_FAILURE,0,,98,0.4274,0,1,244,0,False,0.4274,STOP,COOLDOWN
CHK_005238,2026-01-09 07:04:00,5764.0,CARD,MOBILE,731,348,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,191,0.4681,0,1,761,1,False,0.4681,CONTINUE,NONE
CHK_005239,2026-01-13 22:06:00,2558.0,UPI,MOBILE,409,197,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,262,0.3502,0,0,877,3,False,0.3502,STOP,IGNORED_INTERVENTIONS
CHK_005240,2026-01-23 05:18:00,12846.0,WALLET,DESKTOP,161,411,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,317,0.0255,0,0,828,2,True,0.0255,STOP,OPT_OUT
CHK_005241,2026-01-09 15:26:00,2368.0,UPI,MOBILE,350,463,0,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,1379,0.3502,0,4,162,0,False,0.3502,STOP,MAX_TOUCHES
CHK_005242,2026-01-08 12:06:00,4204.0,UPI,MOBILE,511,426,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,182,0.6124,0,0,559,2,False,0.6124,STOP,IGNORED_INTERVENTIONS
CHK_005243,2026-01-22 21:54:00,4584.0,UPI,MOBILE,456,79,2,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,2,0,PAYMENT_FAILURE,0,,178,0.5276,0,1,398,0,False,0.5276,CONTINUE,NONE
CHK_005244,2026-01-24 16:41:00,1788.0,WALLET,DESKTOP,408,496,0,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,352,0.2372,0,3,582,0,False,0.2372,STOP,MAX_TOUCHES
CHK_005245,2026-01-12 08:11:00,1264.0,WALLET,MOBILE,379,274,1,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,114.0,147,0.4612,1,2,398,3,False,0.4612,STOP,IGNORED_INTERVENTIONS
CHK_005246,2026-01-30 01:52:00,7786.0,UPI,DESKTOP,233,47,0,OTP,Good,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,0,,227,0.3775,0,1,492,0,False,0.3775,CONTINUE,NONE
CHK_005247,2026-01-24 01:04:00,8861.0,UPI,DESKTOP,658,61,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,274,0.5495,0,2,645,0,False,0.5495,CONTINUE,NONE
CHK_005248,2026-01-16 07:42:00,5431.0,WALLET,MOBILE,199,108,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,192.0,292,0.4358,1,3,238,3,False,0.4358,STOP,MAX_TOUCHES
CHK_005249,2026-01-16 23:35:00,2990.0,UPI,DESKTOP,381,126,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,92.0,356,0.6145,1,1,464,0,False,0.6145,CONTINUE,NONE
CHK_005250,2026-01-08 05:49:00,3158.0,UPI,MOBILE,124,266,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,1,190.0,338,0.2633,1,1,579,2,False,0.2633,STOP,IGNORED_INTERVENTIONS
CHK_005251,2026-01-30 02:55:00,4393.0,CARD,MOBILE,219,171,1,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,58.0,84,0.7268,1,0,789,3,False,0.7268,STOP,IGNORED_INTERVENTIONS
CHK_005252,2026-01-13 14:24:00,2402.0,UPI,DESKTOP,190,418,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,485,0.2301,0,4,31,1,False,0.2301,STOP,MAX_TOUCHES
CHK_005253,2026-01-24 15:54:00,9484.0,UPI,DESKTOP,466,448,0,PAYMENT,Poor,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,161,0.4712,0,1,122,0,False,0.4712,STOP,COOLDOWN
CHK_005254,2026-01-22 23:34:00,3830.0,CARD,DESKTOP,832,294,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,110,0.401,0,0,533,0,False,0.401,CONTINUE,NONE
CHK_005255,2026-01-06 18:43:00,13462.0,WALLET,DESKTOP,374,310,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,113,0.1737,0,3,666,0,False,0.1737,STOP,MAX_TOUCHES
CHK_005256,2026-01-11 15:56:00,9373.0,CARD,MOBILE,556,399,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,641,0.2672,0,1,109,0,False,0.2672,STOP,COOLDOWN
CHK_005257,2026-01-30 09:03:00,7528.0,WALLET,DESKTOP,749,275,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,16.0,48,0.3695,1,0,270,2,False,0.3695,STOP,IGNORED_INTERVENTIONS
CHK_005258,2026-01-29 00:36:00,1156.0,CARD,DESKTOP,288,373,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,78.0,250,0.3436,1,1,379,0,False,0.3436,CONTINUE,NONE
CHK_005259,2026-01-07 05:35:00,9643.0,UPI,MOBILE,581,314,0,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,181.0,548,0.4311,1,0,299,0,False,0.4311,CONTINUE,NONE
CHK_005260,2026-01-12 10:57:00,954.0,WALLET,MOBILE,649,343,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,443.0,491,0.3787,1,3,626,1,False,0.3787,STOP,MAX_TOUCHES
CHK_005261,2026-01-23 05:38:00,3504.0,WALLET,MOBILE,398,227,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,161,0.6478,0,0,981,1,False,0.6478,CONTINUE,NONE
CHK_005262,2026-01-12 03:11:00,10805.0,CARD,DESKTOP,349,234,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,1781,0.2325,0,2,731,2,False,0.2325,STOP,IGNORED_INTERVENTIONS
CHK_005263,2026-01-19 19:08:00,7769.0,CARD,MOBILE,654,66,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,4003,0.4635,0,1,741,0,False,0.4635,CONTINUE,NONE
CHK_005264,2026-01-29 20:17:00,9788.0,CARD,MOBILE,346,370,2,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,308.0,605,0.525,1,0,763,2,False,0.525,STOP,IGNORED_INTERVENTIONS
CHK_005265,2026-01-17 13:05:00,9073.0,WALLET,DESKTOP,276,451,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,3087,0.3424,0,4,248,1,False,0.3424,STOP,MAX_TOUCHES
CHK_005266,2026-01-19 05:17:00,2136.0,UPI,DESKTOP,523,47,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,13.0,39,0.7682,1,1,520,0,False,0.7682,CONTINUE,NONE
CHK_005267,2026-01-13 13:37:00,767.0,WALLET,DESKTOP,565,493,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,14.0,200,0.567,1,0,33,0,False,0.567,CONTINUE,NONE
CHK_005268,2026-01-25 22:41:00,8447.0,WALLET,DESKTOP,594,393,2,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,146.0,325,0.5772,1,1,227,0,True,0.5772,STOP,OPT_OUT
CHK_005269,2026-01-06 09:43:00,6333.0,UPI,MOBILE,348,162,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,303,0.4433,0,3,584,1,False,0.4433,STOP,MAX_TOUCHES
CHK_005270,2026-01-08 23:15:00,5779.0,CARD,MOBILE,662,360,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,498,0.4316,0,0,398,0,False,0.4316,CONTINUE,NONE
CHK_005271,2026-01-18 03:41:00,9374.0,UPI,MOBILE,701,147,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,1,178.0,721,0.2307,1,0,957,3,False,0.2307,STOP,IGNORED_INTERVENTIONS
CHK_005272,2026-01-01 22:13:00,919.0,UPI,MOBILE,416,249,0,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,30,0.5383,0,0,812,1,False,0.5383,CONTINUE,NONE
CHK_005273,2026-01-05 01:49:00,3174.0,WALLET,MOBILE,512,266,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,63,0.452,0,0,723,3,False,0.452,STOP,IGNORED_INTERVENTIONS
CHK_005274,2026-01-30 00:52:00,7971.0,UPI,MOBILE,373,150,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,110,0.3006,0,2,583,0,False,0.3006,CONTINUE,NONE
CHK_005275,2026-01-18 11:37:00,11568.0,UPI,DESKTOP,371,97,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1088,0.0507,0,1,569,0,False,0.0507,STOP,LOW_RECOVERABILITY
