checkout_id,action,execution_status,payload,simulated_outcome
CHK_004658,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004659,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004660,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004660', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004661,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_004662,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004663,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004663', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004664,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004664', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004665,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004665', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004666,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004666', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004667,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004667', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004668,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004669,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004670,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004671,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004671', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004672,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004673,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004674,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004674', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004675,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004675', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004676,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004677,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004677', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004678,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004679,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004680,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004681,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004682,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004683,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004684,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004684', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004685,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004686,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_004687,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004688,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004688', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004689,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004689', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004690,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004691,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004691', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004692,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004692', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004693,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_004694,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004694', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004695,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 800800, 'currency': 'INR', 'reference_id': 'CHK_004695', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004696,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004697,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004698,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004699,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 1084.5}",PENDING
CHK_004700,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004701,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004702,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004703,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004703', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004704,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004705,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004706,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004706', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004707,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004708,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004708', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004709,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004710,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_004711,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004711', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004712,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004713,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004714,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004714', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004715,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004716,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004716', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004717,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004717', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004718,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004719,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 435200, 'currency': 'INR', 'reference_id': 'CHK_004719', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_004720,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004721,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004722,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004723,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004723', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004724,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004725,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004726,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 784.2}",PENDING
CHK_004727,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004728,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004729,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004730,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004730', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004731,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004732,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 446600, 'currency': 'INR', 'reference_id': 'CHK_004732', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_004733,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004734,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004735,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 892900, 'currency': 'INR', 'reference_id': 'CHK_004735', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_004736,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004737,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_004738,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 890700, 'currency': 'INR', 'reference_id': 'CHK_004738', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_004739,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004740,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004741,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004742,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004743,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004744,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004745,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_004746,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004747,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004747', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004748,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004749,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004750,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004750', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004751,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004752,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004753,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004753', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004754,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004755,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004756,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004757,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004758,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},RECOVERED
CHK_004759,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004760,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004761,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004762,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004763,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_004764,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004764', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004765,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004766,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004767,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004768,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004769,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004770,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 259500, 'currency': 'INR', 'reference_id': 'CHK_004770', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004771,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004772,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004772', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004773,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 892500, 'currency': 'INR', 'reference_id': 'CHK_004773', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004774,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004775,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004775', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004776,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004776', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004777,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004777', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004778,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004779,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004779', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004780,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},RECOVERED
CHK_004781,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004781', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004782,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 114500, 'currency': 'INR', 'reference_id': 'CHK_004782', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_004783,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004784,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 202900, 'currency': 'INR', 'reference_id': 'CHK_004784', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004785,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004785', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004786,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 708800, 'currency': 'INR', 'reference_id': 'CHK_004786', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004787,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004788,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004789,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004790,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004791,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004791', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004792,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004793,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004794,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004795,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004795', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004796,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004796', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004797,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004797', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004798,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004799,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_004800,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004801,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004802,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004803,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004804,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004805,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 708.3}",PENDING
CHK_004806,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004806', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004807,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 401200, 'currency': 'INR', 'reference_id': 'CHK_004807', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004808,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004809,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004810,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004811,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004812,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004813,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004814,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004815,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004816,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004817,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004818,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004819,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004820,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004820', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004821,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004821', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004822,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004823,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004824,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004825,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 712.9}",PENDING
CHK_004826,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004826', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004827,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004828,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004829,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004829', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004830,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004831,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004832,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004833,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004834,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004835,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004836,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004837,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 963.1}",PENDING
CHK_004838,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004838', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004839,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004839', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004840,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004841,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004842,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004843,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004843', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004844,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004844', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004845,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004845', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004846,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004847,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004848,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004849,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004850,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004850', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004851,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004852,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 386900, 'currency': 'INR', 'reference_id': 'CHK_004852', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004853,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004854,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004854', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004855,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 891300, 'currency': 'INR', 'reference_id': 'CHK_004855', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004856,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004857,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 730.5}",RECOVERED
CHK_004858,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004859,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004860,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004861,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004862,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004862', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004863,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004864,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004864', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004865,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004866,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004867,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004868,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004868', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004869,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},RECOVERED
CHK_004870,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004871,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_004872,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004873,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004873', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004874,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004875,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_004876,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004877,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004877', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004878,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004879,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004880,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004881,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004882,DISCOUNT_OFFER,DISCOUNT_SENT,"{'coupon_code': 'SAVE10', 'discount_percent': 10, 'discount_value': 1162.5}",PENDING
CHK_004883,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004884,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('CARD')},PENDING
CHK_004885,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004885', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004886,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004887,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004887', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004888,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004889,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004889', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004890,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 549200, 'currency': 'INR', 'reference_id': 'CHK_004890', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004891,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004892,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004892', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004893,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004894,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('WALLET')},PENDING
CHK_004895,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004896,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004896', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004897,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004897', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004898,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004898', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004899,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004900,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004901,PAYMENT_METHOD_SWITCH,METHOD_SWITCH_SENT,{'suggested_method': np.str_('UPI')},PENDING
CHK_004902,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004903,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004903', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004904,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004905,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004906,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 818600, 'currency': 'INR', 'reference_id': 'CHK_004906', 'description': 'Checkout recovery payment link'}",PENDING
CHK_004907,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004908,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004908', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004909,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004910,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004910', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004911,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004912,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004912', 'message': 'Complete your checkout. Your order is waiting.'}",RECOVERED
CHK_004913,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004914,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004914', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004915,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004916,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004917,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004918,RETRY_LINK,RETRY_SENT,"{'type': 'link', 'amount': 959200, 'currency': 'INR', 'reference_id': 'CHK_004918', 'description': 'Checkout recovery payment link'}",RECOVERED
CHK_004919,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004920,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004921,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004922,NUDGE,NUDGE_SENT,"{'channel': 'sms', 'checkout_id': 'CHK_004922', 'message': 'Complete your checkout. Your order is waiting.'}",PENDING
CHK_004923,STOP,SKIPPED,None,NOT_CONTACTED
CHK_004924,STOP,SKIPPED,None,NOT_CONTACTED
